               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  52,            0.023826,           0.0063671,          0.00025347,             0.94399,             0.94085,             0.96142,             0.54469,            0.037109,           0.0051093,          0.00029833,             0.00847,             0.00847,             0.00847
                  53,            0.023532,           0.0062867,          0.00025528,             0.94278,               0.934,             0.95417,              0.5379,             0.03775,           0.0051546,          0.00030548,             0.00844,             0.00844,             0.00844
                  54,            0.023324,           0.0062352,          0.00025088,             0.94278,             0.93346,             0.95501,             0.53837,            0.037625,           0.0051414,          0.00030712,             0.00841,             0.00841,             0.00841
                  55,            0.022956,           0.0061789,           0.0002496,             0.93709,             0.92976,             0.95067,             0.53713,            0.037754,           0.0052102,          0.00031079,             0.00838,             0.00838,             0.00838
                  56,            0.022911,           0.0061685,          0.00025297,             0.93616,             0.93592,             0.95272,             0.53852,            0.037459,           0.0052244,          0.00031689,             0.00835,             0.00835,             0.00835
                  57,            0.022598,           0.0060563,          0.00024849,             0.94019,             0.93958,             0.95543,             0.54023,            0.037355,           0.0052679,          0.00032137,             0.00832,             0.00832,             0.00832
                  58,            0.022264,           0.0060316,          0.00025567,             0.94141,              0.9405,             0.95626,             0.54144,            0.037442,           0.0053078,           0.0003306,             0.00829,             0.00829,             0.00829
                  59,            0.022153,           0.0059646,            0.000257,             0.94337,               0.939,             0.95887,             0.54126,            0.037398,           0.0053433,          0.00033456,             0.00826,             0.00826,             0.00826
                  60,            0.021854,           0.0059234,          0.00025568,             0.94237,             0.93654,             0.95731,             0.53926,            0.037527,           0.0053826,          0.00033784,             0.00823,             0.00823,             0.00823
                  61,            0.021566,           0.0058459,          0.00025419,              0.9394,             0.93595,             0.95543,             0.54149,             0.03761,           0.0054013,           0.0003415,              0.0082,              0.0082,              0.0082
                  62,            0.021452,           0.0057749,          0.00025555,             0.94308,             0.93654,             0.95689,             0.54211,            0.037504,           0.0054081,          0.00034292,             0.00817,             0.00817,             0.00817
                  63,            0.021223,           0.0057296,          0.00025822,             0.94132,               0.939,             0.95875,             0.54328,            0.037259,           0.0053906,          0.00034125,             0.00814,             0.00814,             0.00814
                  64,            0.021019,           0.0057155,          0.00025426,             0.94077,               0.939,             0.95675,             0.54295,            0.037079,            0.005404,          0.00034202,             0.00811,             0.00811,             0.00811
                  65,            0.021112,           0.0057159,           0.0002546,             0.94218,             0.94382,             0.95971,             0.54374,            0.036989,           0.0054119,          0.00034129,             0.00808,             0.00808,             0.00808
